model,model_label,ablation,horizon,task,metric,value,label_type,runnable_status
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,ranking,hit_at_5,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,ranking,mrr,1.0,weak_root_cause,run
cet_stgl_sklearn,CET-STGL-sklearn,full_proxy,12,ranking,ndcg_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,12,ranking,hit_at_1,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,12,ranking,hit_at_3,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,12,ranking,hit_at_5,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,12,ranking,mrr,1.0,weak_root_cause,run
event_attention_only,Event-attention-only,event_only_baseline,12,ranking,ndcg_at_5,1.0,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,12,ranking,hit_at_1,0.8039740160489109,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,12,ranking,hit_at_3,0.9935040122277417,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,12,ranking,hit_at_5,0.9942682460833014,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,12,ranking,mrr,0.8919882817475482,weak_root_cause,run
hawkes_only,Hawkes-only,event_only_baseline,12,ranking,ndcg_at_5,0.9176794885153722,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,12,ranking,hit_at_1,0.9275808936825886,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,12,ranking,hit_at_3,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,12,ranking,hit_at_5,1.0,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,12,ranking,mrr,0.9617360041088854,weak_root_cause,run
ridge_logistic,Ridge/Logistic,baseline,12,ranking,ndcg_at_5,0.9716583365012126,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,ranking,hit_at_1,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,ranking,hit_at_3,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,ranking,hit_at_5,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,ranking,mrr,,weak_root_cause,run
ridge_logistic_no_alarm,Ridge/Logistic w/o alarms,baseline_no_alarm,12,ranking,ndcg_at_5,,weak_root_cause,run
